sentiment,raw text
Positive,"NEW YORK, July 1 (AP)???The stock market advanced vigorously todaj> with high quality industrials setting the pace.</br></br>The Dow-Jones industrial average rose 7.28 to a record 650.88, topping the previous closing high of 643.79 reached May 29.</br></br>Standard & Poor???s 500-stock index rose .50 to 58.97, exceeding the record 58.68, also reached May 29.</br></br>For the previous two days the Dow industrials have been pushing against the May 29 ceiling, topping it in the course of a day???s trading but always falling below it by the market close. It was different today. They broke through decisively.</br></br>The market rise was due primarily to technical reasons, brokers said, although the general run of business and economic news remained good. A lot of stock has been for sale at the high levels represented by the May 29 tops, Wall Streeters said, and it took time to absorb these offerings before prices could respond to increasing demands."
Negative,"New-home sales took their steepest plunge in five months in August, the government said yesterday. The news surprised most analysts, who had expected the lowest mortgage rates in nearly two decades to boost the housing market.</br></br>Most analysts agreed the housing recovery, like the economy in general, continues to be weaker than normal. But many also said they expect the department will later revise upward yesterday???s initial report on August sales, as it has done to every monthly estimate so far this year.</br></br>""If you look at every month???s sales for the last year, all have been revised upward from the original estimate,??? -said economist David Berson of the Federal National Mortgage Association.</br></br>percent to a seasonally adjusted annual rate of 570,000. Sales were reported down in both the South and West, although they rose elsewhere.</br></br>607,000	rate, their initial estimate of July sales. They first reported that July sales had fallen 2.6 percent to"
Negative,"Leading specialists in international economics from the Nixon and Carter administrations yesterday singled out the high value of the dollar in relation to other world currencies as America???s ???most critical trade problem??? and listed it as a major cause of the current recession.</br></br>In testimony before a House Ways and Means subcommittee, Peter G. Peterson, former president Nixon???s Commerce secretary, blamed an overvaluation of the dollar, especially in relation to the yen, for fueling the United States??? record merchandise trade deficit.</br></br>???The deterioration of the trade balance was far greater than the decline in the housing or automobile industries, and has been the single most important cause of the current recession,??? added C. Fred Bergisten, assistant Treasury secretary for international economics in the Carter administration.</br></br>Both men???who are associated in the Institute for International Economics where Bergsten is the director and Peterson chairman of the board???predicted that the merchandise trade deficit could reach $100 billion by next year, far higher than Reagan administration projections. Martin Feldstein, chairman of the president???s Council of Economic Advisers, said in mid-November that the 1983 trade deficit would be between $60 billion and $70 billion.</br></br>Peterson, board chairman of Lehman Brothers Kuhn Loeb Inc., added that the burgeoning trade gap could account for between 1 billion and 2 billion lost job opportunities and suggested that the administration and Congress should concentrate on trade problems rather than a road and bridge rebuilding program, which would add only 300,000 jobs."
Positive,"Gas prices may be up and housing prices may be down, but the U.S. economy is still putting people to work and even adding a little padding to their paychecks.</br></br>New data from the Labor Department show the jobless rate ticked down slightly in March, to 4.4 percent. Businesses and government created 180,000 new jobs -- far more than many economists had expected -- as good weather helped to fuel a rebound in construction hiring.</br></br>Retailers, restaurants, schools and hospitals also added jobs at a brisk pace, according to the report, luring people back into the job market and more than offsetting job losses in factories, telecommunications and leasing. Meanwhile, average hourly wages for non-supervisory workers jumped to $17.22, up from $16.55 one year ago, a solid 4 percent increase.</br></br>""There's now very strong growth in the labor force, as strong as it's been since the turn of the decade,"" said Mark Zandi, chief economist at Moody's Economy.com. ""Wages are rising and people are starting to recognize that this is the best time to be looking for a job since 2000.""</br></br>The drop in unemployment was the second consecutive monthly decline, pushing the jobless rate down to a level touched briefly last fall but not seen previously since 2001. Combined with rising wages, economists said the new employment numbers offer evidence that the job market remains surprisingly sturdy despite a slump in the housing market and continued weakness in the manufacturing sector, which shed another 16,000 jobs last month."
Positive,"ONE OF the great feats of social engineering in the last 25 years has been a huge increase in the standard of living of the elderly. Social Security and Medicare have been the means. The elderly had a poverty rate of 25 percent in the late 1960s. It is half that now, and lower than the rate for the society as a whole, thanks mainly to increased Social Security benefits. In addition, thanks to Medicare, the elderly are now the group in society with the most comprehensive health insurance.</br></br>The problem with these programs is not the benefits they confer, but the cost. They have come to dominate, if not the government itself, most certainly its budget. Aiding the elderly is now the main thing that the federal government does; such aid accounts for fully half the budget for other than interest on the debt and defense. The share can only rise as the baby boomers retire in the years ahead - but the money to support such an expansion is not in sight.</br></br>The taxes presently in place won't cover projected Social Security costs when the boomers retire early in the next century. The Medicare trust fund will be exhausted even earlier. To protect the long-term integrity of both, Congress will sooner or later have to raise taxes or cut costs; if costs, it ought to begin a gradual process now.</br></br>The trust funds are one source of pressure on the elder-programs; the other is the budget deficit. The president and Congress took a welcome step toward reducing it last year; they need to do more. A favorite target of budget-cutters is the spending category called entitlements. Their semi-automatic growth each year is taken as proof of the indiscipline the budget-cutters mean to cure. Which is fine, but it, too, is a euphemism. Entitlements turn out to be 60 percent aid to the elderly by another name. Congress keeps threatening to impose entitlement caps in the abstract, and now there is also an entitlements commission. But entitlement-cutting is mainly a way of discussing in general and in code a subject that the politicians would do better to discuss directly.</br></br>Thus a leading budget-cutting proposal now making the rounds is to cut the cost of entitlements across the board by means-testing them. Among the proponents is the budget-balancing group called the Concord Coalition. The idea is that a hard-pressed government has no business paying benefits (or asking middle-income taxpayers to finance benefits) for people above certain income cutoffs. For recipients with incomes above, say, $40,000 a year, entitlements (including Social Security benefits and the insurance value of Medicare) would be progressively reduced, though never wiped out entirely."
Negative,"Middle ground was scarce at a District Commissioners??? hearing yesterday on proposed liberalization of the city???s unemployment compensation payments.</br></br>Chief among the suggested amendments was one which would increase the current maximum payment from $30 to $46 a week.</br></br>Enthusiastic backers argued that the present schedule is ???hopelessly inadequate??? and hasn???t kept pace with the cost of living. Critics cited alleged abuses of the program, charging that the payments some-j times amount to no more than' ???free vacations??? for the lazy.</br></br>The proposal would raise the present weekly maximum from the flat amount of $30 to a sum representing one-half the average weekly wage of all persons covered by the program. The average wage now is about $92.</br></br>Jobless persons may collect for as long as 26 weeks in any 1-year period. The payments are financed by a tax on employers."
Negative,"Fairfax County, still reeling from the recession and the collapsed real estate market, is facing a potential $97 million budget shortfall next year, according to county officials, virtually ensuring further cuts in services, restrained school funding and possible tax increases.</br></br>In response, the Board of Supervisors is scheduled to consider budget guidelines Monday that would limit the growth of most county government spending next year to 5.65 percent and limit the increase in county spending on schools to 6 percent. Those limits, however, would not erase the shortfall.</br></br>The main reason for the shortfall, county officials said, is an expected continued decline in real estate taxes, which financed 60 percent of the county's $1.38 billion budget this year.</br></br>James P. McDonald, deputy county executive for finances, said residential real estate values may face a 2 percent to 2.5 percent drop and commercial real estate values are expected to decrease by 5 percent. He cautioned, however, that the figures were preliminary and could change significantly if sales pick up in the next few months.</br></br>""I'm convinced in my own mind there needs to be some modest tax rate increase, because the county can't provide the level of services that citizens demand,"" said Ed Hoole, chairman of the Citizen Budget Overview Committee. He cited, as an example, the board's recent decision to resume free emergency ambulance service because of residents' complaints about being charged $100 a ride."
Positive,"The nation's central bank yesterday pushed a key interest rate lower in an effort to put more steam into an economy that has not yet broken free of recession.</br></br>The Federal Reserve Board added reserves to the nation's banking system, thus lowering the federal funds rate - the interest banks charge to borrow money from each other overnight - to 5.5 percent, down from the 5.75 percent rate that has been the Fed's target since April, economists and market analysts said.</br></br>Wall Street reacted favorably to the rate cut, with stocks recording their biggest gains in more than a month. The Dow Jones industrial average of blue-chip stocks climbed 38.24 point, or 1.3 percent. {Details on Page C9.}</br></br>Although the Fed does not announce changes in the federal funds target, its action was widely interpreted as a signal of a basic shift in policy, economists said. The central bank now appears more concerned with preventing a second economic slump - a ""double-dip recession"" - than it is about keeping a tight lid on inflation.</br></br>""The fear that the recovery is not happening weighs heavier than the fear of inflation,"" said Stephanie Murphy, economist at Manufacturers Hanover Securities Corp. in New York."
Positive,"So many job seekers are like Myra Walker, living in the city without a car. So many employers are like Frank Hearl Jr. of the Dulles Airport Marriott, based in a suburb where nearly everybody already has a job.</br></br>A job fair yesterday in the Reeves Center, at 14th and U streets NW, brought together people like Walker and Hearl in an attempt to solve a problem faced by the region for decades: Most new jobs are in the suburbs, while most of the unemployed are in the city.</br></br>More than 650 applicants from the city, where unemployment is 6 percent, showed up for about 500 jobs in the Dulles corridor, where unemployment is less than 1.5 percent.</br></br>Putting city job seekers in touch with suburban recruiters was only part of the plan, since even when District residents know of work outside the Capital Beltway, many have no way of getting there. So the job fair was timed to coincide with Monday's start of a Metro bus route between L'Enfant Plaza and Dulles International Airport. The buses are to run hourly from 5:30 a.m. to 11:30 p.m., seven days a week, with fares of $1.10 each way.</br></br>""I just felt like it was a blessing,"" said Walker, 38, who lives in Petworth and was looking for a customer service position. ""If the jobs are in Virginia, it's a good thing they come here to recruit."""
Negative,"NEW YORK, June 18 (AP)???Motors were active and higher as the stock market nudged ahead in slightly more active trading today.</br></br>Chrysler, up 2 points, was the star of the automotive group. The advance by Chrysler and several other assorted issues, said brokers, was due more to short covering than to any radical new bullish drive.</br></br>Short covering is the purchase of stock to repay borrowed stock which had been ???sold short??? in the hopes of making a profit through a decline.</br></br>The monthly publication of the total of short sales on the New York Stock Exchange is expected tomorrow and Chrysler ???whose stock has recently been split 2-for-1???is expected to pile up a large total.</br></br>Polaroid, up 4%, was another example of short covering, said Street observers. The rest of the list showed a spotty pattern."
Negative,"iRI Ithoiigli retail sales fell last month, and producer prices rose only (Hi modestly, consumer confidence was up after a sharp drop in January.</br></br>Retail sales fell 0.3 percent in January, the worst showing in six months, while wholesale prices edged higher, the government reported yesterday.</br></br>But the lackluster sales and price data were offset by a private survey suggesting consumer sentiment is stronger than some had feared. The Conference Board, a private research group, said that its monthly index of consumer confidence rose to 97.0 in February, rebounding from 88.4 in January.</br></br>On Wall Street, stock and bond prices faltered after release of the new economic data. Several analysts said the declines reflected a growing perception among investors that the Federal Reserve intends to lower interest rates much more gradually than had been expected.</br></br>Congressional Republicans seized on the sales figures as evidence of an impending slump, but many economists disputed that assessment, arguing that the data showed only a temporary downturn and predicted"
Negative,"NEW YORK, Sept. 15 ' UP)???'The stock market resumed its downtrend this week after a rise the previous week interrupted a four-week decline.</br></br>The average declined on four of j the five trading days. It rose yes- j terday. surprisingly, on the eve of a I weekend which could bring anything in the Suez Canal crisis. This was similar to its leap on the Friday of the Labor Day weekend after weeks of uns and downs based, according to Wall Street observers, on the news about Suez.</br></br>In both cases .the rise followed a series of daily declines. A rebound was to be expected purely from the technical viewpoint. Both performances flouted the old maxim that the market always sells off an uncertainty.</br></br>A feature of yesterday???s advance was a late rally by rails which gave that component in the AP average a rise of $4.10 after a monotonous series of losses ever since the end of August. This also was a logical rebound from an oversold condition. There were reports that southern,</br></br>Some steels went to new highs during the week as the industry continued to recover vigorously from the effects of the strike. The operating rate was put at 100.1 per cent, within an ace of the April high."
Negative,"IT WAS BOUND to happen when the full force of the recession hit the pockets of this region???s governments, but today there is even more evidence that budget pressures are threatening to destroy Metro, the Council of Governments and other important city-suburban institutions, While some of the effects might not be felt immediately by the public, breakdowns in bus service, higher costs of transportation, delays in road projects and other costly setbacks could occur if disputes between the local governments aren???t resolved soon.</br></br>??? Metro: The Metro board has ordered General Manager Lawrence G. Reuter to cut District bus service and raise fares if the city does not pay the transit agency the $18 million that it owes by Feb. 1. This isn't a new dispute. In fact, the current city administration has been relying on delays in Metro payments to help balance its annual budget books???on paper if not in reality. This week, as they have done in the past, the regional board members agreed to allow Mr. Reuter to borrow money to pay Metro's bills??? including its payroll???until the District government pays its full, agreed-upon share, plus interest.</br></br>If that doesn???t happen, the options Mr. Reuter is considering are shutting down night and weekend bus service in the District; eliminating any bus routes that duplicate rail routes; ending discount fares for schoolchildren; raising the fares for the elderly and disabled from 30 cents to 50 cents; and increasing special 35-cent fares on Anacostia buses to 60 cents.</br></br>Some of these economies may have to be made ??? even if the city pays its current bill, given the staggering budget problems already confronting a government in transition and under strict congressional orders. But mass transit in the city is not a designated charity for suburban taxpayers. There is enough friction within the partnership already, with participating governments re-- placing Metro bys service on certain routes with V??? buses run by Tither operators. While this may yield some savings for the individual governments, it tends to raise overhead costs for the remaining regional bus and rail services.</br></br>???	Northern Virginia: The Great Disney Wars have led some officials in Virginia to ask Gov. Allen to pull out from the regional Transportation Planning Board and to form a new agency just for Northern Virginia. Their complaint???so far undocumented???is that some Maryland and District board members interfered with Virginia's efforts to help Disney build in Haymarket."
Positive,"New unemployment claims rose a moderate 11,000???to 415,000???in late April. Massachusetts and New Jersey bore the brunt of layoffs in the week ended April 25 due to cutbacks in the service sector, the Labor Department said.</br></br>GM, Hughes???s parent, confirmed the talks with Falls Church-based General Dynamics, but did not give details of the negotiations or mention any price. Lawrence Harris, an analyst with Kemper Securities, estimated the business was worth $450 million.</br></br>Rising optimism about the economy pushed a key business confidence index to its highest level in two years, the U.S. Chamber of Commerce said. The index, which measures business executives??? view of the economy???s direction, sales and employment prospects, rose in April to 63.3 from 59.1 in February.</br></br>Child World, the nation???s second-largest toy retailing chain, filed for bankruptcy protection and said it would close 54 stores, primarily in the Upper Midwest land South.</br></br>.Texas Instruments unveiled a Jong-awaited super chip that is expected to heat up an already ^competitive market for workstation computers."
Negative,"Our story so far: The Dow Jones industrial average triples (including dividends) in five years. Newsweek puts a muscular bull on its cover. The Economist of April 18 counters with a picture of a balloon, the headline, ""America's Bubble Economy,"" and the message that the stock market is headed for a crash, imminently.</br></br>The Dow Jones industrial average falls 103 points from April 20 to 24 -- only the second weekly decline since Jan. 9. Then, on Monday, after news that the Federal Reserve Board might raise interest rates, the Dow drops 147 points.</br></br>Looks like trouble, and the newspapers are full of stories about analysts predicting a slide. But later in the week, the Dow bounces back by more than 200 points after reports that economic growth is strong and inflation nowhere in sight -- except perhaps in the stock market itself.</br></br>All the blather about the stock market being too high (or too low), about bulls and bears, about the latest GDP and CPI -- it's extraneous noise. Certainly, you should be alert to specific opportunities in individual stocks, and the economy and inflation sometimes influence the chances of, say, auto stocks or bank stocks that might be depressed.</br></br>But what investors need to remember about the market as a whole are the simple things: In the short run stocks are wildly volatile, but in the long run they are no more risky than Treasury bonds and money market funds. If you need your money in the next seven years, you have no business putting a significant portion of your wealth in the stock market. If you can keep your money working for the long term, it makes sense to be in with both feet -- as long as you can sleep at night."
Negative,"With the stock market continuing to fall from its January peak, a growing number of Wall Street analysts are warning customers that a major correction, if not a long-term market decline, is underway.</br></br>Those who have joined the pessimists' camp say the reasons abound for their dim view of the market. They cite rising interest rates, inflationary expectations, a slowdown of mutual fund money pouring into stocks and worldwide political uncertainties ranging from the domestic Whitewater issue to the threat of trouble in Korea.</br></br>Since late January, when it neared the 4000 mark, the Dow Jones industrial average has fallen 216 points, or 5.4 percent, including 120 points last week and another 12 today {Details, Page D2}. Other indexes have fallen as well. The Nasdaq stock market index, which tracks smaller companies, is off about 4 percent.</br></br>Some analysts are hoping this is no more than a long-awaited correction, a short-term decline in an otherwise rising market that helps to keep speculative fervor in check.</br></br>But if this slide marks the start of a long, sustained decline in stock prices - a full-fledged bear market - it would be bad for the economy, for federal regulators and for President Clinton, who has largely enjoyed the benefits of rising stock prices."
Negative,"NEW YORK (AP>???The stock market posted a moderate loss yesterday, giving up on an early advance amid selling by traders cashing in on the sharp gains of the past several weeks.</br></br>The Dow Jones average of 30 industrials, up more than 4 points at the outset, showed a 4.51-point loss ot 824.58 by the close.</br></br>New York Stock Exchange volume dropped off to 34.68 million shares from 42.68 million on Friday. Nationwide turnover in NYSE-listed issues, including trades in those stocks on regional exchanges and in the over-the-counter market, totaled 38.43 million shares.</br></br>Pan American World Airways, the most active NYSE issue, was off % at 7. In recent weeks, the stock had run up from around 5 to a peak of 7% on Friday.</br></br>Boeing, another strong performer lately, dropped % to 4616 in active trading. The stock has doubled in. price over the past year."
Positive,"Members of the Senate Banking Committee greet Federal Reserve nominees Alice M. Rivlln and Laurence H. Meyer.</br></br>With U.S. economic growth looking a good deal healthier than it did two months ago, Federal; Reserve policymakers decided yesterday to leave short-term interest rates unchanged until they get a better reading on the outlook for later this year.</br></br>The decision to make no change had been widely anticipated by investors and financial analysts, so the news had little impact on financial markets.</br></br>As soon as the policymaking session was over, Fed Chairman Alan Greenspan headed to Capitol Hill. Greenspan, nominated by President Clinton for a third four-year term as head of the nation???s central bank, appeared before the Senate Banldng Committee, where member after member praised his record since he assumed the chairmanship in August 1987.</br></br>central banker,??? said committee chairman Sen. Alfonse M. D???Amato (R-N.Y.). ""Economic performance during Chairman Greenspan???s tenure has been remarkable.???"
Negative,"Hyman, who correctly predicted in June that the economy simply ""doesn???t have the legs on it to start a recovery??? and as an investment strategy advised buying the 30-year Treasury bond, is simply bearish on the economy.</br></br>He pointed out that so far, with the federal funds rate having declined 66 percent over the past 31 months, lower rates hadn???t made a difference. But, if the discount rate were to fall to 3.50 percent, ???Now we???re really talking!???</br></br>Lower rates will make a difference because they reduce the cost of borrowing for consumers and corporations.</br></br>Already, as many investors know, corporations and municipalities have refinanced huge amounts of debt, replacing it with lower-cost issues. At the same time, individuals have refinanced many of their double-digit mortgages with much lower interest rates.</br></br>So far, the lowered rates have failed to ignite major purchases of new homes and autos, which is necessary to bring the economy solidly out of the recession. Hyman believes there are two reasons for this situation."
Positive,"U.S. stocks rose last week, pushing the Standard & Poor's 500-stock index to the biggest weekly advance since March, as China's exports jumped the most in six years, Federal Reserve Chairman Ben S. Bernanke said the economic recovery is intact, and commodity prices rallied.</br></br>Alcoa, DuPont and Dow Chemical helped lead raw-material producers higher as reports showed the global economy is strengthening. A measure of apartment developers, hotel operators and warehouse owners rallied the most in seven weeks after Fitch Ratings boosted its outlook on the industry. Bristol-Myers Squibb soared 12 percent, the biggest gain in 15 months, after studies showed two of its cancer drugs worked better than current therapies.</br></br>The S&P 500 gained 2.5 percent for the week to 1,091.60 as its 10 main industries rose. The Dow Jones industrial average had its first gain in four weeks, rising 2.8 percent to 10,211.07. The Nasdaq composite index climbed 1.1 percent to 2243.60.</br></br>""The bear is running out of fuel,"" said Don Hays, who manages more than $1 billion at Hays Advisory Group. ""We're virtually on the threshold of what you only get at the bottom of major bear markets. It's one of those amazing times to buy stocks.""</br></br>Reports last week showed property prices in China rose at a near-record pace and exports surged 48.5 percent in May, signaling Europe's crisis hasn't slowed the world's fastest-growing major economy."
Positive,"Designed to blunt criticism of ever-higher fees, the new cards - - with names like ""Simplicity"" and ""Clear"" -- still can ding late payers. After extolling its new features, Citibank's Simplicity card offer warns that late payments could trigger an increase in the interest rate charged on balances as well as a negative credit report. Such reports often cause other lenders to boost interest rates on a consumer's other outstanding debts.</br></br>American Express Co.'s Clear card will increase a user's interest rate to 28.74 percent if a consumer pays late twice a year.</br></br>David Robertson, president of the Nilson Report, a newsletter that monitors the credit card industry, said he thinks the new cards could be attractive to consumers fed up with punitive fees. However, he warns, the $39 late fees that are currently assessed may add up to far less than the hundreds of dollars in extra interest consumers would have to pay over time if the interest rates on their outstanding balances increase. ""It's yet to be proven that consumers read the fine print,"" he said.</br></br>Pennsylvania attorney Michael J. Bresnahan did read the details when he received his Citibank solicitation last week, and his reaction wasn't positive. ""What a deal, no late fee and the interest on the balance goes to somewhere in the 29 percent range,"" Bresnahan wrote in an e-mail. ""Appalling.""</br></br>Bresnahan said he has no choice in accepting the card; Citibank said it was sending it to him, whether he wants it or not, to replace an existing card. But, he said, ""I'm certainly not going to pay late; that's an invitation to disaster."""
Negative,"Sales of existing homes shot up 7.9 percent in February, the first increase since November and the biggest in nearly five years, giving some private economists hope that a housing rebound may herald the end of the recession.</br></br>The National Association of Realtors said yesterday that the February increase put sales of existing, single-family homes at a seasonally adjusted annual rate of 3.13 million units.</br></br>The February bounce, which essentially erased a 7.3 percent plunge in January, was attributed to falling home prices and lower mortgage rates luring buyers back into the market following the end of the Persian Gulf War.</br></br>""After months of sputtering, it looks as though many markets across the nation have passed their low point and are regaining strength. People are ready to buy,"" said Harley Rouda, NAR president.</br></br>However, analysts were not as upbeat about reports on car sales in mid-March, which showed sales for the two biggest companies, General Motors Corp. and Ford Motor Co., down substantially from the same period a year ago."
Positive,"The stock market left investors dizzy with relief and motion sickness today as the Dow Jones industrial average soared 110.55 points, recovering two-thirds of its loss Friday.</br></br>""This is a bungee jumping market,"" said Robert H. Stovall, president of Stovall/Twenty-First Advisers Inc.</br></br>Analysts trying to explain the sharp turnaround said Friday's 171-point plunge by the Dow resulted from misplaced panic by bond traders and hedge fund managers when the government reported an unexpected increase in jobs nationwide in February. The report was taken as a sign the economy was overheating, and bond prices fell sharply, with stocks following.</br></br>By today, the analysts said, most investors had concluded the report gave a distorted view of the economy, particularly the inflation outlook, and stock and bond prices rebounded. The benchmark 30-year Treasury bond rose 1-1/16 points, and its yield fell to 6.62 percent from 6.72 percent late Friday.</br></br>The Dow, which fell 3 percent Friday, was up 2 percent today, closing at 5581.00, just 61 points below the high it set last Tuesday. Other indicators also were higher, and 1,568 stocks rose while 879 declined."
Positive,"NEW YORK, Dec. 5-Stocks rallied today, setting records forthe first time in nearly two months, as a surprisingly strong economic report eased worries about weak profits instead of spurring the usual attack of inflation jitters.</br></br>The Dow Jones industrial average rose 98,97 to 8149.13,just llOpoints shy of its alltime best dose of 8259.31 on Aug. 6. But the highlight of the rally was the return to record levels by the Standard & Poor's 509stock index and the New York Stock Exchange composite index. The two broad-market measures closed at record highs for the first time since Oct 7, a few weeks before Wall Street succumbed to a global sell-off caused by an economic crisis in Asia.</br></br>For the week, the Dow gained 326 points, or more than 4 percent giving it a 26 percent gain for 1997 with less than a month to go. The S&P 500 and the NYSE composite are both up more than 30 percent this year.</br></br>Click on this symbol on The Washington Post's Internet site at http://www. washingtonpost.com to find: ment said the nation???s unemployment rate sank to a 24-year low of 4.6 percent in November as employers added 404,000 workers to their payrolls, nearly double what analysts had expected.</br></br>The report did, in feet, unnerve the inflation-sensitive bond market, but stock investors were heartened by the notion that an economy strong enough to create so many jobs might also be"
Positive,"The economy grew at an annual rate of 2.6 percent in the second quarter, the Commerce Department said yesterday, indicating the expansion has enough steam to reach its fifth birthday this fall and become the second-longest in four decades.</br></br>The report led Commerce Secretary Malcolm Baldrige to predict that the administration's forecast of 3.2 percent inflation-adjusted growth for all of 1987 ""surely"" was attainable.</br></br>The economy grew at an annualized 4.4 percent rate in the first three months of the year, according to newly revised figures for the gross national product. Its pace for the first half was a 3.5 percent rate.</br></br>""The economy's performance during the first half of the year suggests that we can achieve 3 percent growth over four quarters of 1987,"" Baldrige said. ""Conditions are favorable for growth during the second half.""</br></br>New statistical revisions also released yesterday by Commerce's Bureau of Economic Analysis showed that the economy grew faster in 1984, 1985 and 1986 than had been previously reported. The stronger growth was fueled almost entirely by higher consumer spending, while business investment was lower than earlier thought. {Details on Page D10.}"
Negative,"NEW YORK, Starch 10 (AP)???Weakness in steels and motors spread to some other sections of the stock market today and left prices irregularly lower at the close.</br></br>In early trading, rails, aircraft-missiles and electronics scored fair-sized gains. By the finish stocks in these groups showed a wide smattering of plus and minus signs.</br></br>Aircraft-missiles attracted demand after news of a big air force order to Lockheed and published reports of a possible speed up in long range missile development.</br></br>Lockheed, up 11?? at one time, finished up ! 4. Boeing made a better gain at 114. Douglas moved ahead a small fraction.</br></br>The electronics moved along with the missiles. But by the finish Radio Corp. was off 11s, Texas Instruments 314 and Motorola 3. Even Philco, strong and active early, had its gain shaved to %."
Positive,"Job growth rose sharply in the Washington area in the first three months of the year, according to government statistics released yesterday, as the private sector finally started adding to its payrolls in large numbers.</br></br>The numbers are the strongest signal yet that the region's economy, which has been growing modestly in the past three years largely because of federal spending, is entering a more robust recovery, with companies in construction, retail, leisure and hospitality adding significant numbers of jobs.</br></br>The Washington area had 2.2 percent more jobs in March than a year earlier, a net gain of 60,600, after adding jobs at a 0.6 percent pace in 2003. The area's unemployment rate was 3 percent in March, the lowest of any major city and down from 3.2 percent in February and 3.7 percent in March 2003.</br></br>With both the government and private sectors now expanding at a healthy pace, some forecasters expect the Washington area to generate 80,000 jobs in 2004, on par with the boom years in the late 1990s.</br></br>""The recovery has strengthened and broadened,"" said Mark Vitner, a senior economist at Wachovia Corp. who is one such forecaster. ""That's an unabashed positive."""
Negative,"High interest rates are the stick that drove Congress and the White House to negotiate all spring over the budget and that may yet push Congress to take some action to reduce the upcoming deficit.</br></br>The theory is that lower prospective deficits will reduce pressure on the financial markets, reduce fear of future inflation, and for both reasons bring a reduction in interest rates that will let the economy off the floor of recession.</br></br>All sides agree that high interest rates are a leading cause of the economy???s problems. But there is lively disagreement about the rest of the equation: just what is keeping rates high now, and how best to bring them down without harming the economy in other ways.</br></br>President Reagan has himself been afflicted by this split in opinion. Thus he has said that the likely deficits over the next several years are keeping rates high, in part because they are raising inflationary expectations and leaving investors unwilling to lend except at extremely high rates. But he has also taken a contrary view and, citing cases in the Midwest where local banks have cut their rates, has argued that interest rates should come down because the inflation rate has come down so rquch in recent months.</br></br>There are several lines of argument against the interest rate theory on which the budget negotiators have been operating."
Negative,"Inflation took an unexpected leap in August as sharply higher energy prices and housing costs sent the consumer price index up 0.5 percent, the Bureau of Labor Statistics reported yesterday.</br></br>It was the largest increase in the price index since January???s 0.7 percent rise. Over the last eight months, consumer prices have gone up 5.1 percent on an annual basis. In 1986, the index rose 1.1 percent.</br></br>Analysts said it was unlikely that prices would spiral quickly upward during the rest of the year, but cautioned that the weak inflation rates of 1986 are gone. Prices in 1987 and 1988 are forecast to go up by 4 percent to 4.5 percent.</br></br>In another disappointing report, the Commerce Department said yesterday that new factory orders for durable goods, a gauge of future business investment, fell 3.1 percent last month. The decline was the first since January.</br></br>Orders for nondefense capital goods, a component of the durable-goods indicator that also predicts business spending, fell 8.4 percent in August from the previous month."
Negative,"Wall Street wilted Tuesday as investors awaiting next week's Federal Reserve meeting remained uneasy that the fallout from the slumping housing market could bring more bank losses and drag the economy into recession.</br></br>The Dow Jones industrial average fell 65.84, or 0.49 percent, to 13,248.73. The Standard & Poor's 500-stock index fell 9.63, or 0.65 percent, to 1462.79, and the Nasdaq composite index fell 17.30, or 0.66 percent, to 2619.83.</br></br>Retreating oil prices and signs of strength in non-financial industries could not keep the stock market from declining for a second consecutive day. Investors have tiptoed into December, which is usually a winning month on Wall Street; most expect lower rates after the Fed meets Tuesday, but the size of the cut is under debate.</br></br>Meanwhile, J.P. Morgan Chase downgraded major securities firms, warning that while further write-offs of bad mortgage debt might help the firms' stocks, longer-term concerns about their risk management might hurt their overall valuation. J.P. Morgan lowered its earnings estimates for some of Wall Street's biggest players: Goldman Sachs, Lehman Brothers, Merrill Lynch and Morgan Stanley.</br></br>Those investment banks and other financial companies fell, including Washington Mutual, Citigroup, Bank of America, Freddie Mac and Fannie Mae, and J.P. Morgan itself. The financial sector has been dragging on the broader market since the summer. A report by D.A. Davidson analysts said bank stocks are at three- to four-year lows."
Positive,"NEW YORK (AP)???Sour on a stork market that been stalled and eonvinel that inflation will pay a p: longed visit, individual inv tors, institutions and corpofgS tions are increasingly turning to real estate.</br></br>ncial Corp., lists these ex*j in I960 today sells for $150 to $700 million in real estate Investments at the end of i960, reasons whv it believes real An industrlal Slte hat reasons wny it neueves real ^ jor jq cen^g a SqUare ^oot</br></br>This was a 10 per cent increase over I960, and company officials forecast another 10 per cent Increase for 1970,</br></br>Real estate, it has been 6h^. served during the last four years of inflation, has been a true hedge against the declin-i ing value of the dollar. The stock market generally has failed to live up to its reputation as a hedge.</br></br>The Dow Jones Industrial Average, for example, stands far below its 1905 high. Urban land prices, however, have been rising at an average rate of 6 per cent a year, according to Chase Manhattan Bank."
